OBJECTID,FREQUENCY,state,county,tract10,block10,geoid,tip_id,Shape_Length,lengthbyfreq,area_fraction
"1","2","25","9","202101","1000","25686452021011000","610666",3612.73092264199,1806.365461321,0.593272745456449
"2","2","25","9","202101","1001","25686452021011001","610666",769.494586796139,384.747293398069,0.999942625526985
"3","2","25","9","202101","1002","25686452021011002","610666",102.475598542767,51.2377992713835,1
"4","2","25","9","202101","1004","25686452021011004","610666",1082.54161287288,541.27080643644,0.939011558022006
"5","2","25","9","202101","1005","25686452021011005","610666",589.386153215022,294.693076607511,0.998164687304704
"6","2","25","9","202101","1006","25686452021011006","610666",507.031337133158,253.515668566579,0.999151543211803
"7","2","25","9","202101","1007","25686452021011007","610666",355.384256017474,177.692128008737,0.999876435536459
"8","2","25","9","202101","1008","25686452021011008","610666",1275.81270120891,637.906350604455,0.992340399106302
"9","2","25","9","202101","1009","25686452021011009","610666",137.666923546486,68.833461773243,1
"10","2","25","9","202101","1010","25686452021011010","610666",396.831608766191,198.415804383095,0.987414291792397
"11","2","25","9","202101","1011","25686452021011011","610666",979.616537003718,489.808268501859,0.999735720146067
"12","2","25","9","202101","1012","25686452021011012","610666",217.045833104217,108.522916552108,0.643067281185699
"13","2","25","9","202101","1013","25686452021011013","610666",1415.01447557154,707.50723778577,0.966671515745238
"14","2","25","9","202101","2000","25686452021012000","610666",210.740452548492,105.370226274246,0.964565494440373
"15","2","25","9","202101","2001","25686452021012001","610666",171.586702415133,85.7933512075665,0.999920050344913
"16","2","25","9","202101","2002","25686452021012002","610666",614.688456567352,307.344228283676,0.999929422874546
"17","2","25","9","202101","2003","25686452021012003","610666",853.391354144821,426.69567707241,1
"18","2","25","9","202101","2004","25686452021012004","610666",442.335720332191,221.167860166095,0.99992073577464
"19","2","25","9","202101","2005","25686452021012005","610666",1276.83924178844,638.41962089422,0.996857365289851
"20","2","25","9","202101","2006","25686452021012006","610666",556.936689870101,278.46834493505,0.999931359041793
"21","2","25","9","202101","2007","25686452021012007","610666",891.756001359186,445.878000679593,0.972398247967426
"22","2","25","9","202101","2008","25686452021012008","610666",482.585474749613,241.292737374807,0.998482338542484
"23","2","25","9","202101","2009","25686452021012009","610666",117.127784149225,58.5638920746125,0.999989693127673
"24","2","25","9","202101","2010","25686452021012010","610666",112.400413806301,56.2002069031505,0.421381339490828
"25","2","25","9","202101","2011","25686452021012011","610666",525.751924454857,262.875962227428,0.330666716530616
"26","2","25","9","202101","2012","25686452021012012","610666",427.056299352924,213.528149676462,0.978515974732806
"27","2","25","9","202101","3000","25686452021013000","610666",574.638768732337,287.319384366168,1
"28","2","25","9","202101","3001","25686452021013001","610666",492.623923601144,246.311961800572,0.993336388207428
"29","2","25","9","202101","3002","25686452021013002","610666",533.001399892755,266.500699946377,0.994130863373025
"30","2","25","9","202101","3003","25686452021013003","610666",657.045222923137,328.522611461568,0.999207453032902
"31","2","25","9","202101","3004","25686452021013004","610666",297.747788043953,148.873894021976,0.700769063777183
"32","2","25","9","202101","3005","25686452021013005","610666",778.486821888893,389.243410944447,0.999993476510269
"33","2","25","9","202101","3006","25686452021013006","610666",480.923310832537,240.461655416269,0.999882040598429
"34","2","25","9","202101","3007","25686452021013007","610666",121.937163097462,60.968581548731,1
"35","2","25","9","202101","3008","25686452021013008","610666",42.5046836885632,21.2523418442816,0.0582474097307254
"36","2","25","9","202101","3009","25686452021013009","610666",203.542931256591,101.771465628296,0.309361012914622
"37","2","25","9","202102","1000","25686452021021000","610666",1956.95375550093,978.476877750465,0.875947295376757
"38","2","25","9","202102","1001","25686452021021001","610666",536.849539511323,268.424769755661,0.871584087350881
"39","2","25","9","202102","1002","25686452021021002","610666",627.835401492822,313.917700746411,0.999936186972411
"40","2","25","9","202102","1003","25686452021021003","610666",395.041934886824,197.520967443412,1
"41","2","25","9","202102","1004","25686452021021004","610666",286.512719807646,143.256359903823,0.272546742003563
"42","2","25","9","202102","1005","25686452021021005","610666",1095.60045596207,547.800227981035,1
"43","2","25","9","202102","1006","25686452021021006","610666",913.879181429159,456.939590714579,0.98972874054747
"44","2","25","9","202102","1007","25686452021021007","610666",394.771771999339,197.38588599967,0.999984032703915
"45","2","25","9","202102","1008","25686452021021008","610666",252.327213963481,126.163606981741,1
"46","2","25","9","202102","1010","25686452021021010","610666",236.752469805698,118.376234902849,0.999993603772323
"47","2","25","9","202102","1011","25686452021021011","610666",746.884634244532,373.442317122266,1
"48","2","25","9","202102","1012","25686452021021012","610666",472.962685603217,236.481342801608,1
"49","2","25","9","202102","1013","25686452021021013","610666",90.2493630067903,45.1246815033952,0.307365181153762
"50","2","25","9","202102","1014","25686452021021014","610666",312.961404366709,156.480702183355,1
"51","2","25","9","202102","1015","25686452021021015","609252",279.300988907161,139.650494453581,0.847551607434347
"52","2","25","9","202102","1015","25686452021021015","610666",276.453823884978,138.226911942489,0.838911755135131
"53","2","25","9","202102","1016","25686452021021016","609252",1163.86547663198,581.93273831599,0.697964995893993
"54","2","25","9","202102","1016","25686452021021016","610666",567.854969633349,283.927484816675,0.340540122124311
"55","2","25","9","202102","1017","25686452021021017","609252",5.90381008988147,2.95190504494074,0.0310804938286808
"56","2","25","9","202102","1018","25686452021021018","609252",826.365806685641,413.182903342821,0.998485692559646
"57","2","25","9","202102","1019","25686452021021019","609252",264.663529504062,132.331764752031,0.99668231718848
"58","2","25","9","202102","1019","25686452021021019","610666",264.663529504062,132.331764752031,0.99668231718848
"59","2","25","9","202102","1020","25686452021021020","609252",143.445236579895,71.7226182899475,1
"60","2","25","9","202102","1020","25686452021021020","610666",143.445236579895,71.7226182899475,1
"61","2","25","9","202102","1021","25686452021021021","609252",162.899974120214,81.449987060107,0.925219829382019
"62","2","25","9","202102","1021","25686452021021021","610666",162.899974120214,81.449987060107,0.925219829382019
"63","2","25","9","202102","1022","25686452021021022","609252",129.901060072097,64.9505300360485,0.35732033602847
"64","2","25","9","202102","1022","25686452021021022","610666",40.6004437673507,20.3002218836753,0.111680106396383
"65","2","25","9","202102","2014","25686452021022014","609252",454.592792830088,227.296396415044,0.0948252372714983
"66","2","25","9","202102","2016","25686452021022016","610666",243.715130599321,121.85756529966,0.874128204569289
"67","2","25","9","202102","2017","25686452021022017","609252",170.3109770739,85.15548853695,0.378871965998184
"68","2","25","9","202102","2024","25686452021022024","609252",50.2683748776054,25.1341874388027,0.0239811258998038
"69","2","25","9","202102","2029","25686452021022029","609252",262.665675250648,131.332837625324,0.526854316067073
"70","2","25","9","202102","2030","25686452021022030","609252",416.237536736617,208.118768368309,0.599021735861513
"71","2","25","9","202102","2031","25686452021022031","609252",509.698924579508,254.849462289754,0.998526122527448
"72","2","25","9","202102","2032","25686452021022032","609252",645.745424082516,322.872712041258,0.99999000300185
"73","2","25","9","202102","2033","25686452021022033","609252",375.827618824763,187.913809412382,0.999784438853516
"74","2","25","9","202102","2035","25686452021022035","609252",711.326826539747,355.663413269874,0.999481509273945
"75","2","25","9","202102","2036","25686452021022036","609252",193.22220310202,96.61110155101,1
"76","2","25","9","202102","2037","25686452021022037","609252",422.52192910014,211.26096455007,1
"77","2","25","9","202102","2038","25686452021022038","609252",424.321061153126,212.160530576563,1
"78","2","25","9","202102","2038","25686452021022038","610666",97.7051370847208,48.8525685423604,0.230299557092276
"79","2","25","9","202102","3003","25686452021023003","610666",9.68809710732495,4.84404855366247,0.00203537679201299
"80","2","25","9","202102","3011","25686452021023011","610666",302.758000599205,151.379000299602,0.460763866949353
"81","2","25","9","202102","3012","25686452021023012","610666",394.049737224793,197.024868612396,0.955913226018297
"82","2","25","9","202102","3013","25686452021023013","610666",464.406356206632,232.203178103316,0.401024753748401
"83","2","25","9","202102","4000","25686452021024000","609252",867.319067933076,433.659533966538,0.998234254579928
"84","2","25","9","202102","4000","25686452021024000","610666",791.929864752426,395.964932376213,0.911465627182222
"85","2","25","9","202102","4001","25686452021024001","609252",437.378108401396,218.689054200698,0.999858993496879
"86","2","25","9","202102","4001","25686452021024001","610666",437.378108401396,218.689054200698,0.999858993496879
"87","2","25","9","202102","4002","25686452021024002","609252",386.640811883825,193.320405941912,1
"88","2","25","9","202102","4002","25686452021024002","610666",134.200555921035,67.1002779605175,0.348587659448237
"89","2","25","9","202102","4003","25686452021024003","609252",363.919910457048,181.959955228524,0.999085406573721
"90","2","25","9","202102","4003","25686452021024003","610666",49.4852007630577,24.7426003815288,0.135853907695377
"91","2","25","9","202102","4004","25686452021024004","609252",325.590509620948,162.795254810474,1
"92","2","25","9","202102","4004","25686452021024004","610666",278.232461180496,139.116230590248,0.855198484953745
"93","2","25","9","202102","4005","25686452021024005","609252",322.17105091537,161.085525457685,0.999931369926741
"94","2","25","9","202102","4005","25686452021024005","610666",233.710917483443,116.855458741722,0.725375160872056
"95","2","25","9","202102","4006","25686452021024006","609252",293.041139730808,146.520569865404,0.999896696863051
"96","2","25","9","202102","4006","25686452021024006","610666",293.041139730808,146.520569865404,0.999896696863051
"97","2","25","9","202102","4007","25686452021024007","609252",59.2092781439728,29.6046390719864,0.0684018177484967
"98","2","25","9","202102","4007","25686452021024007","610666",843.572131588581,421.78606579429,0.974540967419423
"99","2","25","9","202102","4008","25686452021024008","610666",763.906842921196,381.953421460598,1
"100","2","25","9","202102","4009","25686452021024009","610666",344.607417267985,172.303708633992,0.860631752138874
"101","2","25","9","202102","4010","25686452021024010","610666",167.458103313889,83.7290516569445,0.510719652705439
"102","2","25","9","202102","4011","25686452021024011","610666",241.010345913109,120.505172956555,0.568714497898092
"103","2","25","9","202102","4012","25686452021024012","610666",0.799677591740394,0.399838795870197,0.00171000834749832
"104","2","25","9","202102","5000","25686452021025000","610666",962.457996464075,481.228998232037,0.996971378839621
"105","2","25","9","202102","5001","25686452021025001","610666",774.178191431752,387.089095715876,0.990067271516519
"106","2","25","9","202102","5002","25686452021025002","610666",696.088963226148,348.044481613074,1
"107","2","25","9","202102","5003","25686452021025003","610666",1239.58552868682,619.79276434341,1
"108","2","25","9","202102","5004","25686452021025004","610666",330.010729182869,165.005364591434,0.999886510097917
"109","2","25","9","202102","5005","25686452021025005","610666",660.970906315235,330.485453157617,1
"110","2","25","9","202102","5006","25686452021025006","610666",758.07292280492,379.03646140246,0.97491990360491
"111","2","25","9","202200","1000","25686452022001000","610666",321.097864940566,160.548932470283,0.999929895782523
"112","2","25","9","202200","1001","25686452022001001","610666",1236.30230668587,618.151153342935,0.756190271000145
"113","2","25","9","202200","1002","25686452022001002","610666",429.377746948627,214.688873474314,1
"114","2","25","9","202200","1003","25686452022001003","610666",438.692421487032,219.346210743516,0.97275539383405
"115","2","25","9","202200","1004","25686452022001004","610666",672.645003737445,336.322501868722,0.999662199573802
"116","2","25","9","202200","1005","25686452022001005","610666",555.098236841614,277.549118420807,1
"117","2","25","9","202200","1006","25686452022001006","610666",778.458154748933,389.229077374466,1
"118","2","25","9","202200","1007","25686452022001007","610666",456.081717658549,228.040858829274,0.93116000750495
"119","2","25","9","202200","1008","25686452022001008","610666",329.259370538729,164.629685269365,0.982111751099404
"120","2","25","9","202200","1009","25686452022001009","610666",390.939120207869,195.469560103934,1
"121","2","25","9","202200","1010","25686452022001010","610666",526.37638851678,263.18819425839,1
"122","2","25","9","202200","1011","25686452022001011","610666",979.453233144259,489.72661657213,1
"123","2","25","9","202200","1012","25686452022001012","610666",678.517018950119,339.258509475059,0.991268190059868
"124","2","25","9","202200","1013","25686452022001013","610666",364.706734436948,182.353367218474,1
"125","2","25","9","202200","1014","25686452022001014","610666",388.592758247409,194.296379123704,0.999879561911404
"126","2","25","9","202200","1015","25686452022001015","610666",853.587376775695,426.793688387848,0.999860067225574
"127","2","25","9","202200","1016","25686452022001016","610666",645.965983201465,322.982991600732,0.999940959748885
"128","2","25","9","202200","1017","25686452022001017","610666",239.42256960319,119.711284801595,0.997295468251682
"129","2","25","9","202200","1018","25686452022001018","610666",599.418546551583,299.709273275791,1
"130","2","25","9","202200","1019","25686452022001019","610666",280.83120917878,140.41560458939,0.988405331954295
"131","2","25","9","202200","1020","25686452022001020","610666",333.974886295315,166.987443147658,1
"132","2","25","9","202200","1021","25686452022001021","610666",555.068297747978,277.534148873989,1
"133","2","25","9","202200","2001","25686452022002001","610666",715.161667019307,357.580833509653,0.403736793585904
"134","2","25","9","202200","2002","25686452022002002","610666",11.7617000224325,5.88085001121625,0.999734542218986
"135","2","25","9","202200","2003","25686452022002003","610666",667.026667774423,333.513333887212,1
"136","2","25","9","202200","2004","25686452022002004","610666",560.341058665411,280.170529332705,1
"137","2","25","9","202200","2005","25686452022002005","610666",161.282634568927,80.6413172844635,0.218050417227506
"138","2","25","9","202200","2006","25686452022002006","610666",109.554324212014,54.777162106007,0.398675502583917
"139","2","25","9","202200","2007","25686452022002007","610666",244.150151937281,122.075075968641,1
"140","2","25","9","202200","2009","25686452022002009","610666",3.0480973870324,1.5240486935162,0.00211693402460729
"141","2","25","9","202200","2012","25686452022002012","610666",67.4173308226427,33.7086654113213,0.0483097612116933
"142","2","25","9","202200","3002","25686452022003002","610666",1522.86886133071,761.434430665355,0.909841996344032
"143","2","25","9","202200","3003","25686452022003003","610666",499.851308366969,249.925654183485,0.884176984458935
"144","2","25","9","202200","3004","25686452022003004","610666",1084.62719157731,542.313595788655,0.999061747419917
"145","2","25","9","202200","3005","25686452022003005","610666",426.212376503476,213.106188251738,0.998246282021874
"146","2","25","9","202200","3006","25686452022003006","610666",884.970023618739,442.485011809369,0.99993477047627
"147","2","25","9","202200","3007","25686452022003007","610666",619.028305688529,309.514152844265,1
"148","2","25","9","202200","3008","25686452022003008","610666",464.387821216207,232.193910608103,1
"149","2","25","9","202200","3009","25686452022003009","610666",667.331889425607,333.665944712803,0.991714573280593
"150","2","25","9","202200","3010","25686452022003010","610666",2422.50599664495,1211.25299832247,1
"151","2","25","9","202200","3011","25686452022003011","610666",465.139752711379,232.56987635569,1
"152","2","25","9","202200","3012","25686452022003012","610666",755.537533427979,377.76876671399,1
"153","2","25","9","202200","3013","25686452022003013","610666",422.438790569567,211.219395284784,1
"154","2","25","9","202200","3014","25686452022003014","610666",148.017343393012,74.008671696506,1
"155","2","25","9","202200","3015","25686452022003015","610666",1813.53302624684,906.76651312342,0.999985507793123
"156","2","25","9","202200","3016","25686452022003016","610666",649.418941777261,324.709470888631,1
"157","2","25","9","202200","3017","25686452022003017","610666",992.466227532674,496.233113766337,0.921346631873341
"158","2","25","9","202200","3018","25686452022003018","610666",586.880378034002,293.440189017001,0.99858178308966
"159","2","25","9","202200","3019","25686452022003019","610666",732.450715587779,366.225357793889,0.996509268705771
"160","2","25","9","202200","3020","25686452022003020","610666",353.201301741587,176.600650870793,1
"161","2","25","9","202200","3021","25686452022003021","610666",454.979375469044,227.489687734522,0.998816555717634
"162","2","25","9","202200","3022","25686452022003022","610666",376.028978410245,188.014489205122,0.988479349692552
"163","2","25","9","202200","3023","25686452022003023","610666",895.850997730887,447.925498865444,0.928338223587186
"164","2","25","9","202200","3024","25686452022003024","610666",505.076167834895,252.538083917447,0.999210688472979
"165","2","25","9","202200","3025","25686452022003025","610666",779.969133924474,389.984566962237,0.84161347838571
"166","2","25","9","202200","4004","25686452022004004","610666",403.802196352416,201.901098176208,0.521389841924511
"167","2","25","9","202200","4005","25686452022004005","610666",520.756041677769,260.378020838884,1
"168","2","25","9","202200","4006","25686452022004006","610666",744.601003344639,372.30050167232,1
"169","2","25","9","202200","4011","25686452022004011","610666",470.260766939417,235.130383469709,0.480063431444712
"170","2","25","9","202200","4012","25686452022004012","610666",233.557994093071,116.778997046535,0.750018931810385
"171","2","25","9","202200","4013","25686452022004013","610666",227.494261252328,113.747130626164,0.498468175015275
"172","2","25","9","202200","4014","25686452022004014","610666",60.1067909364854,30.0533954682427,0.0319303845735927
"173","2","25","9","202200","5003","25686452022005003","610666",169.905208471691,84.9526042358455,0.184281631313407
"174","2","25","9","202200","5004","25686452022005004","610666",308.286027976172,154.143013988086,0.34162259286606
"175","2","25","9","202200","5005","25686452022005005","610666",377.277278371735,188.638639185868,0.854921985055632
"176","2","25","9","202200","5006","25686452022005006","610666",90.2023992720709,45.1011996360355,0.18109448475948
"177","2","25","9","202200","6000","25686452022006000","610666",490.736525751464,245.368262875732,0.9989554131079
"178","2","25","9","202200","6001","25686452022006001","610666",858.746783831083,429.373391915542,1
"179","2","25","9","202200","6002","25686452022006002","610666",521.632064836157,260.816032418079,0.486162668080899
"180","2","25","9","202200","6003","25686452022006003","610666",520.188495255387,260.094247627694,0.332430436437474
"181","2","25","9","202200","6005","25686452022006005","610666",1407.94686343457,703.973431717285,0.542809076304827
"182","2","25","9","202200","6006","25686452022006006","610666",511.781027537899,255.890513768949,0.990237550729405
"183","2","25","9","202200","6007","25686452022006007","610666",635.857087298745,317.928543649373,1
"184","2","25","9","202200","6010","25686452022006010","610666",425.272380280954,212.636190140477,0.484545726462788
"185","2","25","9","202200","6011","25686452022006011","610666",504.150697837391,252.075348918696,1
"186","2","25","9","202200","6012","25686452022006012","610666",1192.43335518936,596.21667759468,0.997447310387463
"187","2","25","9","203100","3000","25384002031003000","610666",136.38235360049,68.191176800245,0.070404527914023
"188","2","25","9","203100","3001","25384002031003001","610666",333.979051051669,166.989525525834,0.243519175230075
"189","2","25","9","203100","3002","25384002031003002","610666",325.325351924967,162.662675962483,0.871885978199618
"190","2","25","9","203100","3003","25384002031003003","610666",206.748813663523,103.374406831762,0.392040796509439
"191","2","25","9","203100","3004","25384002031003004","610666",437.118129592757,218.559064796378,0.706697858885532
"192","2","25","9","203100","3008","25384002031003008","610666",551.234644734261,275.61732236713,0.999948899200224
"193","2","25","9","203100","3009","25384002031003009","610666",657.206328412977,328.603164206488,1
"194","2","25","9","203100","3010","25384002031003010","610666",291.13325300689,145.566626503445,0.999842804925048
"195","2","25","9","203100","3011","25384002031003011","610666",589.721888361339,294.860944180669,1
"196","2","25","9","203100","3012","25384002031003012","610666",276.410000021785,138.205000010892,0.999834393350099
"197","2","25","9","203100","3013","25384002031003013","610666",719.914786031853,359.957393015927,0.978917974116704
"198","2","25","9","203100","3014","25384002031003014","610666",1149.01685931306,574.50842965653,1
"199","2","25","9","203100","3017","25384002031003017","610666",1280.58842085208,640.29421042604,1
"200","2","25","9","203100","3018","25384002031003018","610666",250.664441926021,125.33222096301,0.994392754801718
"201","2","25","9","203100","5007","25384002031005007","610666",331.544978567683,165.772489283842,0.153729086514946
"202","2","25","9","203100","5009","25384002031005009","610666",281.562310563894,140.781155281947,0.966652326677692
"203","2","25","9","203100","5010","25384002031005010","610666",342.791984981367,171.395992490684,0.497611512049037
"204","2","25","9","203100","5011","25384002031005011","610666",154.553573763984,77.276786881992,0.644841572344062
"205","2","25","9","203100","5012","25384002031005012","610666",5.53348730979344,2.76674365489672,0.00452245451544411
"206","2","25","9","203100","5014","25384002031005014","610666",490.763847875379,245.381923937689,0.953017313215658
"207","2","25","9","203100","6000","25384002031006000","610666",312.831269326238,156.415634663119,0.877755613711403
"208","2","25","9","203100","6001","25384002031006001","610666",1548.04175739766,774.02087869883,0.650020719773251
"209","2","25","9","203100","6002","25384002031006002","610666",454.511623019526,227.255811509763,0.999920873758977
"210","2","25","9","203100","6003","25384002031006003","610666",245.82919092649,122.914595463245,1
"211","2","25","9","203100","6004","25384002031006004","610666",210.072086391037,105.036043195519,1
"212","2","25","9","203100","6005","25384002031006005","610666",519.233442711159,259.61672135558,0.999534086138533
"213","2","25","9","203100","6006","25384002031006006","610666",164.698733983579,82.3493669917895,0.269896926853091
"214","2","25","9","203100","6008","25384002031006008","610666",347.841105859691,173.920552929846,1
"215","2","25","9","203100","6009","25384002031006009","610666",696.808895530877,348.404447765438,1
"216","2","25","9","203100","6010","25384002031006010","610666",425.443842161559,212.72192108078,0.999956804876415
"217","2","25","9","203100","6011","25384002031006011","610666",1091.66452001355,545.832260006775,0.999368242305885
"218","2","25","9","203100","6012","25384002031006012","610666",312.810976723878,156.405488361939,0.997864127052912
"219","2","25","9","203100","7006","25384002031007006","610666",22.5865009436507,11.2932504718254,0.0233945437162136
"220","2","25","9","203100","7008","25384002031007008","610666",142.964543925791,71.4822719628955,0.169159759827669
"221","2","25","9","203100","7011","25384002031007011","610666",208.841212833666,104.420606416833,0.211866078726893
"222","2","25","9","203100","7012","25384002031007012","610666",52.6592382047482,26.3296191023741,0.091170171422981
"223","2","25","9","203100","7013","25384002031007013","610666",30.1435500924768,15.0717750462384,0.128916168829615
"224","2","25","9","203100","7014","25384002031007014","610666",304.927275955505,152.463637977753,0.727487722158199
"225","2","25","9","203100","7015","25384002031007015","610666",206.086664440074,103.043332220037,0.546386409962162
"226","2","25","9","204200","2014","25591052042002014","609437",259.856240647752,129.928120323876,1
"227","2","25","9","204200","3000","25591052042003000","609437",110.819759821244,55.409879910622,0.232741697327819
"228","2","25","9","204200","3001","25591052042003001","609437",302.982605383702,151.491302691851,0.422508427361821
"229","2","25","9","204200","3002","25591052042003002","609437",295.055095268067,147.527547634034,0.819258030662332
"230","2","25","9","204200","3003","25591052042003003","609437",48.6951108246783,24.3475554123392,1
"231","2","25","9","204200","3004","25591052042003004","609437",247.219264579025,123.609632289513,0.991604744919102
"232","2","25","9","204200","3005","25591052042003005","609437",259.622397127589,129.811198563795,0.552381344323335
"233","2","25","9","204200","3006","25591052042003006","609437",51.6435592661493,25.8217796330747,0.379397555476121
"234","2","25","9","204200","3008","25591052042003008","609437",108.766631787162,54.383315893581,0.283441571714249
"235","2","25","9","204200","3009","25591052042003009","609437",319.398141546891,159.699070773445,0.987572266973573
"236","2","25","9","204200","3010","25591052042003010","609437",444.00912073992,222.00456036996,0.998729220187951
"237","2","25","9","204200","3011","25591052042003011","609437",157.315899990847,78.6579499954235,0.480579982034542
"238","2","25","9","204200","3013","25591052042003013","609437",74.2741835025688,37.1370917512844,0.181623264573681
"239","2","25","9","204200","3014","25591052042003014","609437",258.568297100514,129.284148550257,0.765887095126381
"240","2","25","9","204200","3015","25591052042003015","609437",427.937058671962,213.968529335981,1
"241","2","25","9","204200","3016","25591052042003016","609437",584.063804234912,292.031902117456,0.990690001091883
"242","2","25","9","204200","3017","25591052042003017","609437",402.022536576925,201.011268288463,1
"243","2","25","9","204200","3018","25591052042003018","609437",604.400036447112,302.200018223556,0.996323940706688
"244","2","25","9","204200","3019","25591052042003019","609437",179.921579925731,89.9607899628655,0.869516673618371
